,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,cancel_date,record_count,is_duplicate,arrival_date,booking_date,cancel_days_after_booking,cancel_days_before_arrival,frac_lead_time_before_cancel
39380,City Hotel,True,43,2017,August,34,25,0,2,2,0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,140.0,0,2,Canceled,2017-08-10,1,False,2017-08-25,2017-07-13,28,15,0.6511627906976745
39381,City Hotel,True,43,2017,August,35,28,1,2,2,0,0,SC,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,140.0,0,2,Canceled,2017-07-17,1,False,2017-08-28,2017-07-16,1,42,0.023255813953488372
39382,City Hotel,True,43,2017,August,35,29,0,4,2,0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,137.25,0,1,Canceled,2017-08-04,1,False,2017-08-29,2017-07-17,18,25,0.4186046511627907
39383,City Hotel,True,43,2017,February,5,1,0,2,2,0,0,SC,CHN,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,88.0,0,0,Canceled,2017-01-09,1,False,2017-02-01,2016-12-20,20,23,0.46511627906976744
39384,City Hotel,True,43,2017,February,6,10,2,2,2,0,0,BB,PRT,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,8,0,0,Transient,98.6,0,1,Canceled,2016-12-29,1,False,2017-02-10,2016-12-29,0,43,0.0
39385,City Hotel,True,43,2017,February,8,25,1,1,3,0,0,BB,CHN,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,144.0,0,0,Canceled,2017-01-25,1,False,2017-02-25,2017-01-13,12,31,0.27906976744186046
39386,City Hotel,True,43,2017,January,1,3,0,2,2,0,0,BB,CHN,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,102.6,0,0,Canceled,2016-12-08,1,False,2017-01-03,2016-11-21,17,26,0.3953488372093023
39387,City Hotel,True,43,2017,January,1,5,1,3,2,0,0,SC,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,74.8,0,0,Canceled,2016-12-19,1,False,2017-01-05,2016-11-23,26,17,0.6046511627906976
39388,City Hotel,True,43,2017,January,4,22,2,2,2,0,0,SC,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,74.8,0,2,Canceled,2017-01-11,1,False,2017-01-22,2016-12-10,32,11,0.7441860465116279
39389,City Hotel,True,43,2017,January,4,24,0,1,1,0,0,BB,ITA,Online TA,GDS,False,0,0,A,A,0,No Deposit,195,0,0,Transient,96.0,0,0,Canceled,2017-01-20,1,False,2017-01-24,2016-12-12,39,4,0.9069767441860465
39390,City Hotel,True,43,2017,January,4,26,0,1,2,0,0,BB,CHN,Online TA,TA/TO,False,0,0,A,A,1,No Deposit,9,0,0,Transient,95.4,0,0,Canceled,2016-12-28,1,False,2017-01-26,2016-12-14,14,29,0.32558139534883723
39391,City Hotel,True,43,2017,January,4,27,2,2,2,0,0,SC,ESP,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,74.8,0,2,Canceled,2016-12-27,1,False,2017-01-27,2016-12-15,12,31,0.27906976744186046
39392,City Hotel,True,43,2017,July,28,9,2,1,3,0,0,BB,BRA,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,196.67,0,2,Canceled,2017-06-18,1,False,2017-07-09,2017-05-27,22,21,0.5116279069767442
39393,City Hotel,True,43,2017,July,28,10,1,2,1,0,0,SC,AUS,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,120.0,0,1,Canceled,2017-05-28,1,False,2017-07-10,2017-05-28,0,43,0.0
39394,City Hotel,True,43,2017,July,30,28,1,2,2,1,0,BB,DEU,Online TA,TA/TO,False,0,0,D,D,1,No Deposit,9,0,0,Transient,210.0,0,1,Canceled,2017-06-20,1,False,2017-07-28,2017-06-15,5,38,0.11627906976744186
39395,City Hotel,True,43,2017,June,22,3,0,1,3,0,0,BB,PRT,Online TA,TA/TO,False,0,0,G,G,0,No Deposit,7,0,0,Transient,212.8,0,1,Canceled,2017-04-21,1,False,2017-06-03,2017-04-21,0,43,0.0
39396,City Hotel,True,43,2017,June,22,3,2,5,2,0,0,SC,USA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,140.0,0,1,Canceled,2017-05-18,1,False,2017-06-03,2017-04-21,27,16,0.627906976744186
39397,City Hotel,True,43,2017,June,23,8,0,2,3,0,0,BB,FRA,Online TA,TA/TO,False,0,0,E,E,0,No Deposit,9,0,0,Transient,240.0,0,1,Canceled,2017-04-26,1,False,2017-06-08,2017-04-26,0,43,0.0
39398,City Hotel,True,43,2017,June,24,17,0,1,2,0,0,BB,CHN,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,144.0,0,1,Canceled,2017-06-08,1,False,2017-06-17,2017-05-05,34,9,0.7906976744186046
39399,City Hotel,True,43,2017,March,9,4,1,1,2,0,0,SC,BRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,88.0,0,2,Canceled,2017-02-19,1,False,2017-03-04,2017-01-20,30,13,0.6976744186046512
39400,City Hotel,True,43,2017,March,10,10,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,22,0,0,Transient,72.0,0,1,Canceled,2017-02-03,1,False,2017-03-10,2017-01-26,8,35,0.18604651162790697
39401,City Hotel,True,43,2017,March,10,11,2,3,2,0,0,BB,USA,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,100.3,0,1,Canceled,2017-01-28,1,False,2017-03-11,2017-01-27,1,42,0.023255813953488372
39402,City Hotel,True,43,2017,May,18,1,1,1,2,0,0,SC,USA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,149.0,0,0,Canceled,2017-03-23,1,False,2017-05-01,2017-03-19,4,39,0.09302325581395349
39403,City Hotel,True,43,2017,May,18,2,0,3,3,0,0,BB,FRA,Online TA,TA/TO,False,0,0,E,E,0,No Deposit,9,0,0,Transient,240.7,0,0,Canceled,2017-04-23,1,False,2017-05-02,2017-03-20,34,9,0.7906976744186046
39404,City Hotel,True,44,2015,December,52,24,0,3,3,0,0,BB,PRT,Direct,Direct,False,1,0,D,D,0,No Deposit,Unspecified / None,0,0,Transient,115.0,0,2,Canceled,2015-12-21,1,False,2015-12-24,2015-11-10,41,3,0.9318181818181818
39405,City Hotel,True,44,2015,December,53,28,1,0,2,0,0,SC,PRT,Online TA,TA/TO,False,1,0,A,A,0,No Deposit,9,0,0,Transient,96.3,0,1,Canceled,2015-12-14,1,False,2015-12-28,2015-11-14,30,14,0.6818181818181818
39406,City Hotel,True,44,2015,October,42,15,0,2,2,0,0,BB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Contract,103.05,0,1,Canceled,2015-09-17,1,False,2015-10-15,2015-09-01,16,28,0.36363636363636365
39408,City Hotel,True,44,2016,April,15,4,1,0,2,0,0,SC,ITA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,107.1,0,0,Canceled,2016-03-02,1,False,2016-04-04,2016-02-20,11,33,0.25
39409,City Hotel,True,44,2016,April,16,10,2,3,2,0,0,BB,NLD,Online TA,TA/TO,False,0,0,D,D,2,No Deposit,9,0,0,Transient,113.52,0,0,Canceled,2016-03-02,1,False,2016-04-10,2016-02-26,5,39,0.11363636363636363
39410,City Hotel,True,44,2016,April,16,10,2,3,3,0,0,BB,NLD,Online TA,TA/TO,False,0,0,A,A,2,No Deposit,9,0,0,Transient,131.58,0,0,Canceled,2016-03-02,1,False,2016-04-10,2016-02-26,5,39,0.11363636363636363
39411,City Hotel,True,44,2016,April,16,13,0,4,1,0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,2,No Deposit,9,0,0,Transient,116.0,0,0,Canceled,2016-04-09,1,False,2016-04-13,2016-02-29,40,4,0.9090909090909091
39412,City Hotel,True,44,2016,August,34,14,2,2,3,0,0,BB,FRA,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,168.3,0,2,Canceled,2016-08-04,1,False,2016-08-14,2016-07-01,34,10,0.7727272727272727
39413,City Hotel,True,44,2016,August,36,30,0,3,2,0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,99.0,0,0,Canceled,2016-07-26,1,False,2016-08-30,2016-07-17,9,35,0.20454545454545456
39414,City Hotel,True,44,2016,August,36,31,0,3,2,0,0,HB,GBR,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,157.5,0,0,Canceled,2016-07-20,1,False,2016-08-31,2016-07-18,2,42,0.045454545454545456
39415,City Hotel,True,44,2016,December,49,2,0,2,2,0,0,BB,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,98.8,0,0,Canceled,2016-10-19,1,False,2016-12-02,2016-10-19,0,44,0.0
39417,City Hotel,True,44,2016,February,7,8,1,3,0,2,0,BB,ITA,Online TA,TA/TO,False,0,0,B,B,0,No Deposit,9,0,0,Transient-Party,66.5,0,1,Canceled,2016-01-26,1,False,2016-02-08,2015-12-26,31,13,0.7045454545454546
39418,City Hotel,True,44,2016,February,7,12,0,2,2,0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,67.5,0,0,Canceled,2016-01-11,1,False,2016-02-12,2015-12-30,12,32,0.2727272727272727
39419,City Hotel,True,44,2016,February,9,23,0,5,2,0,0,BB,GBR,Online TA,TA/TO,False,0,0,B,B,1,No Deposit,9,0,0,Transient,75.43,0,0,Canceled,2016-02-06,1,False,2016-02-23,2016-01-10,27,17,0.6136363636363636
39423,City Hotel,True,44,2016,June,24,9,0,3,2,2,0,BB,ESP,Online TA,TA/TO,False,0,0,F,F,0,No Deposit,9,0,0,Transient,192.9,0,0,Canceled,2016-05-18,1,False,2016-06-09,2016-04-26,22,22,0.5
39424,City Hotel,True,44,2016,June,25,16,0,3,1,0,0,BB,PRT,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,7,0,0,Transient,251.7,0,0,Canceled,2016-06-14,1,False,2016-06-16,2016-05-03,42,2,0.9545454545454546
39425,City Hotel,True,44,2016,June,26,19,2,2,2,0,0,BB,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,108.45,0,0,Canceled,2016-06-06,1,False,2016-06-19,2016-05-06,31,13,0.7045454545454546
39426,City Hotel,True,44,2016,June,26,22,0,2,2,0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,89.1,0,0,Canceled,2016-05-11,1,False,2016-06-22,2016-05-09,2,42,0.045454545454545456
39427,City Hotel,True,44,2016,June,26,22,0,2,2,0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,89.1,0,1,Canceled,2016-06-19,1,False,2016-06-22,2016-05-09,41,3,0.9318181818181818
39428,City Hotel,True,44,2016,June,27,28,0,2,2,1,0,BB,ESP,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,134.1,0,0,Canceled,2016-06-22,1,False,2016-06-28,2016-05-15,38,6,0.8636363636363636
39429,City Hotel,True,44,2016,June,27,30,0,3,2,0,0,SC,ITA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,107.1,0,0,Canceled,2016-06-19,1,False,2016-06-30,2016-05-17,33,11,0.75
39430,City Hotel,True,44,2016,March,10,3,0,3,2,0,0,BB,ITA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,78.3,0,0,Canceled,2016-02-08,1,False,2016-03-03,2016-01-19,20,24,0.45454545454545453
39431,City Hotel,True,44,2016,March,11,7,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,K,0,No Deposit,118,0,0,Transient-Party,65.4,0,0,Canceled,2016-03-07,1,False,2016-03-07,2016-01-23,44,0,1.0
39432,City Hotel,True,44,2016,March,11,12,2,3,2,0,0,BB,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,78.26,0,0,Canceled,2016-03-09,1,False,2016-03-12,2016-01-28,41,3,0.9318181818181818
39433,City Hotel,True,44,2016,March,12,13,2,2,2,0,0,BB,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,78.49,0,1,Canceled,2016-02-11,1,False,2016-03-13,2016-01-29,13,31,0.29545454545454547
39434,City Hotel,True,44,2016,March,12,18,2,3,2,2,0,HB,ESP,Online TA,TA/TO,False,0,0,F,F,1,No Deposit,9,0,0,Transient,212.42,0,0,Canceled,2016-03-09,1,False,2016-03-18,2016-02-03,35,9,0.7954545454545454
39435,City Hotel,True,44,2016,March,14,27,2,3,3,0,0,BB,ESP,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,135.22,0,1,Canceled,2016-02-19,1,False,2016-03-27,2016-02-12,7,37,0.1590909090909091
39436,City Hotel,True,44,2016,May,22,27,2,2,1,0,0,BB,PRT,Corporate,Corporate,False,0,0,E,E,1,No Deposit,Unspecified / None,0,0,Transient,135.4,0,0,Canceled,2016-05-23,1,False,2016-05-27,2016-04-13,40,4,0.9090909090909091
39437,City Hotel,True,44,2016,May,23,31,0,2,2,0,0,SC,ESP,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,93.6,0,0,Canceled,2016-05-11,1,False,2016-05-31,2016-04-17,24,20,0.5454545454545454
39438,City Hotel,True,44,2016,November,45,1,0,4,2,1,0,BB,ESP,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,107.1,0,0,Canceled,2016-09-20,1,False,2016-11-01,2016-09-18,2,42,0.045454545454545456
39439,City Hotel,True,44,2016,November,47,19,0,1,0,2,0,BB,PRT,Online TA,TA/TO,False,0,0,B,B,0,No Deposit,9,0,0,Transient,82.44,0,2,Canceled,2016-10-27,1,False,2016-11-19,2016-10-06,21,23,0.4772727272727273
39440,City Hotel,True,44,2016,November,47,19,1,1,1,0,0,BB,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,91.2,0,0,Canceled,2016-10-06,1,False,2016-11-19,2016-10-06,0,44,0.0
39441,City Hotel,True,44,2016,November,47,19,1,1,1,0,0,BB,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,91.2,0,0,Canceled,2016-10-13,1,False,2016-11-19,2016-10-06,7,37,0.1590909090909091
39442,City Hotel,True,44,2016,November,47,19,1,1,1,0,0,SC,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,87.2,0,0,Canceled,2016-10-06,1,False,2016-11-19,2016-10-06,0,44,0.0
39443,City Hotel,True,44,2016,November,47,19,1,1,2,0,0,BB,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,98.8,0,1,Canceled,2016-10-13,1,False,2016-11-19,2016-10-06,7,37,0.1590909090909091
39444,City Hotel,True,44,2016,November,48,22,0,3,2,0,0,BB,NLD,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,97.07,0,1,Canceled,2016-10-11,1,False,2016-11-22,2016-10-09,2,42,0.045454545454545456
39445,City Hotel,True,44,2016,November,48,22,0,3,2,0,0,SC,NLD,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,82.13,0,0,Canceled,2016-10-09,1,False,2016-11-22,2016-10-09,0,44,0.0
39446,City Hotel,True,44,2016,November,48,23,0,2,1,0,0,SC,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,83.6,0,2,Canceled,2016-10-12,1,False,2016-11-23,2016-10-10,2,42,0.045454545454545456
39447,City Hotel,True,44,2016,November,48,25,0,1,2,0,0,BB,NLD,Direct,Direct,False,0,0,D,D,0,No Deposit,Unspecified / None,0,0,Transient,95.38,0,0,Canceled,2016-10-28,1,False,2016-11-25,2016-10-12,16,28,0.36363636363636365
39448,City Hotel,True,44,2016,November,48,25,2,4,2,0,0,SC,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,74.8,0,0,Canceled,2016-10-20,1,False,2016-11-25,2016-10-12,8,36,0.18181818181818182
39449,City Hotel,True,44,2016,October,41,2,2,0,2,0,0,BB,CHN,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,113.4,0,0,Canceled,2016-09-18,1,False,2016-10-02,2016-08-19,30,14,0.6818181818181818
39450,City Hotel,True,44,2016,October,41,2,2,1,2,0,0,SC,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,8,0,0,Transient,108.0,0,1,Canceled,2016-08-22,1,False,2016-10-02,2016-08-19,3,41,0.06818181818181818
39451,City Hotel,True,44,2016,October,41,5,0,2,2,0,0,BB,CHN,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,125.55,0,1,Canceled,2016-09-15,1,False,2016-10-05,2016-08-22,24,20,0.5454545454545454
39452,City Hotel,True,44,2016,October,42,14,2,2,2,0,0,BB,HRV,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,148.28,0,2,Canceled,2016-09-03,1,False,2016-10-14,2016-08-31,3,41,0.06818181818181818
39453,City Hotel,True,44,2016,October,43,17,1,4,2,2,0,BB,DEU,Online TA,TA/TO,False,0,0,F,F,0,No Deposit,9,0,0,Transient,208.62,0,0,Canceled,2016-09-10,1,False,2016-10-17,2016-09-03,7,37,0.1590909090909091
39454,City Hotel,True,44,2016,September,36,3,2,1,2,2,0,HB,ESP,Online TA,TA/TO,False,0,0,F,F,0,No Deposit,9,0,0,Transient,233.1,0,0,Canceled,2016-07-22,1,False,2016-09-03,2016-07-21,1,43,0.022727272727272728
39455,City Hotel,True,44,2016,September,38,11,2,1,2,1,0,BB,TUR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,152.1,0,0,Canceled,2016-08-01,1,False,2016-09-11,2016-07-29,3,41,0.06818181818181818
39456,City Hotel,True,44,2016,September,38,15,1,3,2,2,0,BB,CHN,Online TA,TA/TO,False,0,0,F,F,0,No Deposit,9,0,0,Transient,187.11,0,0,Canceled,2016-08-23,1,False,2016-09-15,2016-08-02,21,23,0.4772727272727273
39457,City Hotel,True,44,2016,September,40,25,2,1,2,0,0,BB,USA,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,149.4,0,0,Canceled,2016-08-13,1,False,2016-09-25,2016-08-12,1,43,0.022727272727272728
39458,City Hotel,True,44,2016,September,40,25,2,2,2,0,0,BB,BEL,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,149.4,0,2,Canceled,2016-08-21,1,False,2016-09-25,2016-08-12,9,35,0.20454545454545456
39459,City Hotel,True,44,2016,September,40,27,0,2,2,0,0,BB,EGY,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,149.4,0,1,Canceled,2016-09-26,1,False,2016-09-27,2016-08-14,43,1,0.9772727272727273
39460,City Hotel,True,44,2017,April,14,2,2,0,2,0,0,SC,CHN,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,102.6,0,0,Canceled,2017-02-21,1,False,2017-04-02,2017-02-17,4,40,0.09090909090909091
39461,City Hotel,True,44,2017,April,14,2,2,1,2,0,0,BB,ITA,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,140.0,0,0,Canceled,2017-03-06,1,False,2017-04-02,2017-02-17,17,27,0.38636363636363635
39462,City Hotel,True,44,2017,April,14,3,1,2,2,0,0,BB,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,130.67,0,1,Canceled,2017-03-02,1,False,2017-04-03,2017-02-18,12,32,0.2727272727272727
39463,City Hotel,True,44,2017,April,14,4,0,5,2,0,0,BB,SVN,Online TA,TA/TO,False,0,0,E,E,2,No Deposit,9,0,0,Transient,169.2,0,0,Canceled,2017-03-01,1,False,2017-04-04,2017-02-19,10,34,0.22727272727272727
39464,City Hotel,True,44,2017,April,15,15,2,1,2,0,0,BB,LUX,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,146.67,0,0,Canceled,2017-03-02,1,False,2017-04-15,2017-03-02,0,44,0.0
39465,City Hotel,True,44,2017,April,16,16,2,0,2,0,0,SC,ISR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,114.0,0,0,Canceled,2017-03-03,1,False,2017-04-16,2017-03-03,0,44,0.0
39466,City Hotel,True,44,2017,April,17,24,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,27,0,0,Transient,99.0,0,0,Canceled,2017-03-11,1,False,2017-04-24,2017-03-11,0,44,0.0
39467,City Hotel,True,44,2017,February,7,15,0,3,2,0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,82.13,0,1,Canceled,2017-01-26,1,False,2017-02-15,2017-01-02,24,20,0.5454545454545454
39468,City Hotel,True,44,2017,February,8,25,2,1,2,0,0,BB,ESP,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,121.0,0,0,Canceled,2017-01-27,1,False,2017-02-25,2017-01-12,15,29,0.3409090909090909
39469,City Hotel,True,44,2017,February,9,26,2,2,2,1,0,BB,ITA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,108.8,0,1,Canceled,2017-02-10,1,False,2017-02-26,2017-01-13,28,16,0.6363636363636364
39470,City Hotel,True,44,2017,January,1,4,0,4,2,0,0,BB,ESP,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,88.4,0,0,Canceled,2016-11-23,1,False,2017-01-04,2016-11-21,2,42,0.045454545454545456
39471,City Hotel,True,44,2017,June,23,8,1,3,2,0,0,SC,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,135.0,0,1,Canceled,2017-05-22,1,False,2017-06-08,2017-04-25,27,17,0.6136363636363636
39472,City Hotel,True,44,2017,June,24,11,2,1,2,0,0,SC,RUS,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,120.0,0,1,Canceled,2017-04-28,1,False,2017-06-11,2017-04-28,0,44,0.0
39473,City Hotel,True,44,2017,March,10,6,1,4,2,0,0,SC,IRL,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,74.8,0,2,Canceled,2017-01-22,1,False,2017-03-06,2017-01-21,1,43,0.022727272727272728
39474,City Hotel,True,44,2017,March,10,7,2,5,3,0,0,BB,FRA,Online TA,TA/TO,False,0,0,D,D,2,No Deposit,9,0,0,Transient,134.3,0,0,Canceled,2017-02-06,1,False,2017-03-07,2017-01-22,15,29,0.3409090909090909
39475,City Hotel,True,44,2017,March,11,15,0,4,3,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,23,0,0,Transient,110.0,0,0,Canceled,2017-03-13,1,False,2017-03-15,2017-01-30,42,2,0.9545454545454546
39476,City Hotel,True,44,2017,March,13,26,2,4,3,0,0,BB,ITA,Online TA,TA/TO,False,0,0,E,E,0,No Deposit,9,0,0,Transient,132.88,0,0,Canceled,2017-02-10,1,False,2017-03-26,2017-02-10,0,44,0.0
39477,City Hotel,True,44,2017,March,13,29,0,3,2,0,0,SC,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,28,0,0,Transient,70.0,0,0,Canceled,2017-02-14,1,False,2017-03-29,2017-02-13,1,43,0.022727272727272728
39478,City Hotel,True,44,2017,March,13,31,0,2,2,0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,93.6,0,2,Canceled,2017-03-24,1,False,2017-03-31,2017-02-15,37,7,0.8409090909090909
39479,City Hotel,True,45,2015,November,47,19,2,8,1,0,0,BB,PRT,Online TA,TA/TO,False,1,0,A,A,0,No Deposit,7,0,0,Transient,69.24,0,0,Canceled,2015-10-14,1,False,2015-11-19,2015-10-05,9,36,0.2
39480,City Hotel,True,45,2015,October,43,22,0,3,1,0,0,BB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Contract,85.5,0,2,Canceled,2015-09-16,1,False,2015-10-22,2015-09-07,9,36,0.2
39481,City Hotel,True,45,2015,October,43,22,0,3,2,0,0,BB,PRT,Online TA,TA/TO,False,0,0,A,A,1,No Deposit,9,0,0,Contract,94.5,0,2,Canceled,2015-09-16,1,False,2015-10-22,2015-09-07,9,36,0.2
39482,City Hotel,True,45,2016,April,15,7,0,1,1,0,0,BB,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,112.5,0,0,Canceled,2016-03-16,1,False,2016-04-07,2016-02-22,23,22,0.5111111111111111
39483,City Hotel,True,45,2016,April,16,10,1,0,1,0,0,BB,PRT,Corporate,Corporate,True,1,4,A,A,0,No Deposit,Unspecified / None,40,0,Transient-Party,65.0,0,0,Canceled,2016-04-01,1,False,2016-04-10,2016-02-25,36,9,0.8
39484,City Hotel,True,45,2016,April,16,10,1,0,1,0,0,BB,PRT,Corporate,Corporate,True,1,6,A,A,0,No Deposit,Unspecified / None,40,0,Transient-Party,65.0,0,0,Canceled,2016-04-01,1,False,2016-04-10,2016-02-25,36,9,0.8
39485,City Hotel,True,45,2016,April,16,10,2,4,1,0,0,BB,CHN,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,113.62,0,0,Canceled,2016-03-24,1,False,2016-04-10,2016-02-25,28,17,0.6222222222222222
39486,City Hotel,True,45,2016,April,16,10,2,4,2,0,0,BB,CHN,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,113.62,0,0,Canceled,2016-03-24,1,False,2016-04-10,2016-02-25,28,17,0.6222222222222222
39487,City Hotel,True,45,2016,April,17,17,2,1,2,0,0,BB,PRT,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,8,0,0,Transient,112.8,0,1,Canceled,2016-03-04,1,False,2016-04-17,2016-03-03,1,44,0.022222222222222223
39488,City Hotel,True,45,2016,April,18,26,0,4,2,0,0,BB,ITA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,104.98,0,0,Canceled,2016-04-23,1,False,2016-04-26,2016-03-12,42,3,0.9333333333333333
39489,City Hotel,True,45,2016,April,18,30,1,1,3,0,0,BB,ESP,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9,0,0,Transient,159.3,0,0,Canceled,2016-04-27,1,False,2016-04-30,2016-03-16,42,3,0.9333333333333333
39490,City Hotel,True,45,2016,August,32,4,0,1,2,1,0,BB,NLD,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9,0,0,Transient,152.1,0,0,Canceled,2016-06-21,1,False,2016-08-04,2016-06-20,1,44,0.022222222222222223
